date,description,amount,type,category,merchant
2026-02-25,Daily Sales Settlement,250005.18,credit,Sales Revenue,Payment Gateway
2026-02-26,Daily Sales Settlement,226381.84,credit,Sales Revenue,Payment Gateway
2026-02-27,Daily Sales Settlement,212040.66,credit,Sales Revenue,Payment Gateway
2026-02-28,Daily Sales Settlement,229527.66,credit,Sales Revenue,Payment Gateway
2026-03-01,Daily Sales Settlement,214401.78,credit,Sales Revenue,Payment Gateway
2026-03-02,Daily Sales Settlement,181580.67,credit,Sales Revenue,Payment Gateway
2026-03-02,Supplier Payment / Overheads,158127.74071061483,debit,Rent,Various Vendors
2026-03-03,Daily Sales Settlement,220874.22,credit,Sales Revenue,Payment Gateway
2026-03-04,Daily Sales Settlement,232855.34,credit,Sales Revenue,Payment Gateway
2026-03-05,Daily Sales Settlement,167120.81,credit,Sales Revenue,Payment Gateway
2026-03-06,Daily Sales Settlement,206908.89,credit,Sales Revenue,Payment Gateway
2026-03-07,Daily Sales Settlement,175906.3,credit,Sales Revenue,Payment Gateway
2026-03-07,Supplier Payment / Overheads,157176.327294063,debit,Marketing,Various Vendors
2026-03-08,Daily Sales Settlement,242392.86,credit,Sales Revenue,Payment Gateway
2026-03-09,Daily Sales Settlement,175151.63,credit,Sales Revenue,Payment Gateway
2026-03-10,Daily Sales Settlement,229141.67,credit,Sales Revenue,Payment Gateway
2026-03-11,Daily Sales Settlement,186362.11,credit,Sales Revenue,Payment Gateway
2026-03-12,Daily Sales Settlement,189384.8,credit,Sales Revenue,Payment Gateway
2026-03-13,Daily Sales Settlement,181835.54,credit,Sales Revenue,Payment Gateway
2026-03-14,Daily Sales Settlement,171005.35,credit,Sales Revenue,Payment Gateway
2026-03-15,Daily Sales Settlement,229591.36,credit,Sales Revenue,Payment Gateway
2026-03-16,Daily Sales Settlement,223548.65,credit,Sales Revenue,Payment Gateway
2026-03-17,Daily Sales Settlement,247384.09,credit,Sales Revenue,Payment Gateway
2026-03-18,Daily Sales Settlement,184142.74,credit,Sales Revenue,Payment Gateway
2026-03-18,Supplier Payment / Overheads,173284.73519267322,debit,Marketing,Various Vendors
2026-03-19,Daily Sales Settlement,226016.95,credit,Sales Revenue,Payment Gateway
2026-03-19,Supplier Payment / Overheads,193987.0196045037,debit,Payroll,Various Vendors
2026-03-20,Daily Sales Settlement,178257.51,credit,Sales Revenue,Payment Gateway
