date,description,amount,type,category,merchant
2026-02-03,Daily Sales Settlement,162815.45,credit,Sales Revenue,Payment Gateway
2026-02-04,Daily Sales Settlement,148151.2,credit,Sales Revenue,Payment Gateway
2026-02-05,Daily Sales Settlement,161481.66,credit,Sales Revenue,Payment Gateway
2026-02-06,Daily Sales Settlement,121415.38,credit,Sales Revenue,Payment Gateway
2026-02-06,Supplier Payment / Overheads,56334.044497090006,debit,Marketing,Various Vendors
2026-02-07,Daily Sales Settlement,122531.27,credit,Sales Revenue,Payment Gateway
2026-02-07,Supplier Payment / Overheads,44002.29941698137,debit,Payroll,Various Vendors
2026-02-08,Daily Sales Settlement,143159.97,credit,Sales Revenue,Payment Gateway
2026-02-09,Daily Sales Settlement,136670.8,credit,Sales Revenue,Payment Gateway
2026-02-09,Supplier Payment / Overheads,66074.32486979979,debit,COGS,Various Vendors
2026-02-10,Daily Sales Settlement,143135.06,credit,Sales Revenue,Payment Gateway
2026-02-11,Daily Sales Settlement,132371.4,credit,Sales Revenue,Payment Gateway
2026-02-12,Daily Sales Settlement,113832.05,credit,Sales Revenue,Payment Gateway
2026-02-13,Daily Sales Settlement,135618.45,credit,Sales Revenue,Payment Gateway
2026-02-14,Daily Sales Settlement,151264.15,credit,Sales Revenue,Payment Gateway
2026-02-15,Daily Sales Settlement,160086.57,credit,Sales Revenue,Payment Gateway
2026-02-16,Daily Sales Settlement,158559.54,credit,Sales Revenue,Payment Gateway
2026-02-16,Supplier Payment / Overheads,98474.59030947271,debit,Payroll,Various Vendors
2026-02-17,Daily Sales Settlement,116000.61,credit,Sales Revenue,Payment Gateway
2026-02-17,Supplier Payment / Overheads,65090.42652384703,debit,Payroll,Various Vendors
2026-02-18,Daily Sales Settlement,124389.83,credit,Sales Revenue,Payment Gateway
2026-02-19,Daily Sales Settlement,160568.51,credit,Sales Revenue,Payment Gateway
2026-02-20,Daily Sales Settlement,134807.77,credit,Sales Revenue,Payment Gateway
2026-02-21,Daily Sales Settlement,128706.15,credit,Sales Revenue,Payment Gateway
2026-02-22,Daily Sales Settlement,160530.53,credit,Sales Revenue,Payment Gateway
2026-02-23,Daily Sales Settlement,149854.87,credit,Sales Revenue,Payment Gateway
2026-02-23,Supplier Payment / Overheads,77847.97396689019,debit,COGS,Various Vendors
2026-02-24,Daily Sales Settlement,129900.21,credit,Sales Revenue,Payment Gateway
2026-02-25,Daily Sales Settlement,142368.41,credit,Sales Revenue,Payment Gateway
2026-02-25,Supplier Payment / Overheads,52417.82173452897,debit,Marketing,Various Vendors
2026-02-26,Daily Sales Settlement,152423.29,credit,Sales Revenue,Payment Gateway
2026-02-27,Daily Sales Settlement,117164.08,credit,Sales Revenue,Payment Gateway
2026-02-28,Daily Sales Settlement,164391.33,credit,Sales Revenue,Payment Gateway
2026-03-01,Daily Sales Settlement,215331.44,credit,Sales Revenue,Payment Gateway
2026-03-02,Daily Sales Settlement,216777.61,credit,Sales Revenue,Payment Gateway
2026-03-02,Supplier Payment / Overheads,91300.72642937009,debit,Rent,Various Vendors
2026-03-03,Daily Sales Settlement,195374.38,credit,Sales Revenue,Payment Gateway
2026-03-03,Supplier Payment / Overheads,93882.08682892914,debit,Marketing,Various Vendors
2026-03-04,Daily Sales Settlement,210565.75,credit,Sales Revenue,Payment Gateway
2026-03-05,Daily Sales Settlement,173400.59,credit,Sales Revenue,Payment Gateway
2026-03-06,Daily Sales Settlement,184246.14,credit,Sales Revenue,Payment Gateway
2026-03-06,Supplier Payment / Overheads,85095.50061600235,debit,Payroll,Various Vendors
2026-03-07,Daily Sales Settlement,189742.45,credit,Sales Revenue,Payment Gateway
2026-03-08,Daily Sales Settlement,169046.17,credit,Sales Revenue,Payment Gateway
2026-03-08,Supplier Payment / Overheads,60609.59250972392,debit,COGS,Various Vendors
2026-03-09,Daily Sales Settlement,158795.6,credit,Sales Revenue,Payment Gateway
2026-03-10,Daily Sales Settlement,213271.0,credit,Sales Revenue,Payment Gateway
2026-03-11,Daily Sales Settlement,186805.76,credit,Sales Revenue,Payment Gateway
2026-03-12,Daily Sales Settlement,195692.87,credit,Sales Revenue,Payment Gateway
2026-03-12,Supplier Payment / Overheads,102357.29568432774,debit,Payroll,Various Vendors
2026-03-13,Daily Sales Settlement,195762.17,credit,Sales Revenue,Payment Gateway
2026-03-14,Daily Sales Settlement,170619.06,credit,Sales Revenue,Payment Gateway
2026-03-14,Supplier Payment / Overheads,95633.28981496414,debit,Payroll,Various Vendors
2026-03-15,Daily Sales Settlement,150715.06,credit,Sales Revenue,Payment Gateway
2026-03-16,Daily Sales Settlement,220954.56,credit,Sales Revenue,Payment Gateway
2026-03-17,Daily Sales Settlement,189027.02,credit,Sales Revenue,Payment Gateway
2026-03-18,Daily Sales Settlement,175438.91,credit,Sales Revenue,Payment Gateway
2026-03-19,Daily Sales Settlement,196431.06,credit,Sales Revenue,Payment Gateway
2026-03-20,Daily Sales Settlement,217989.75,credit,Sales Revenue,Payment Gateway
