date,description,amount,type,category,merchant
2026-02-02,Daily Sales Settlement,205010.16,credit,Sales Revenue,Payment Gateway
2026-02-03,Daily Sales Settlement,232672.35,credit,Sales Revenue,Payment Gateway
2026-02-03,Supplier Payment / Overheads,36824.9898550542,debit,COGS,Various Vendors
2026-02-04,Daily Sales Settlement,200263.08,credit,Sales Revenue,Payment Gateway
2026-02-05,Daily Sales Settlement,178428.43,credit,Sales Revenue,Payment Gateway
2026-02-06,Daily Sales Settlement,195973.94,credit,Sales Revenue,Payment Gateway
2026-02-07,Daily Sales Settlement,224366.38,credit,Sales Revenue,Payment Gateway
2026-02-08,Daily Sales Settlement,252494.3,credit,Sales Revenue,Payment Gateway
2026-02-09,Daily Sales Settlement,223113.04,credit,Sales Revenue,Payment Gateway
2026-02-09,Supplier Payment / Overheads,33072.83337667886,debit,Marketing,Various Vendors
2026-02-10,Daily Sales Settlement,188935.75,credit,Sales Revenue,Payment Gateway
2026-02-11,Daily Sales Settlement,210734.54,credit,Sales Revenue,Payment Gateway
2026-02-12,Daily Sales Settlement,171832.45,credit,Sales Revenue,Payment Gateway
2026-02-12,Supplier Payment / Overheads,26526.73350148869,debit,Payroll,Various Vendors
2026-02-13,Daily Sales Settlement,251732.05,credit,Sales Revenue,Payment Gateway
2026-02-13,Supplier Payment / Overheads,51518.29847620894,debit,Payroll,Various Vendors
2026-02-14,Daily Sales Settlement,222957.86,credit,Sales Revenue,Payment Gateway
2026-02-14,Supplier Payment / Overheads,49121.46355655528,debit,Marketing,Various Vendors
2026-02-15,Daily Sales Settlement,189257.35,credit,Sales Revenue,Payment Gateway
2026-02-16,Daily Sales Settlement,246210.43,credit,Sales Revenue,Payment Gateway
2026-02-17,Daily Sales Settlement,188545.82,credit,Sales Revenue,Payment Gateway
2026-02-18,Daily Sales Settlement,247807.9,credit,Sales Revenue,Payment Gateway
2026-02-19,Daily Sales Settlement,189920.24,credit,Sales Revenue,Payment Gateway
2026-02-19,Supplier Payment / Overheads,22202.52670403172,debit,Payroll,Various Vendors
2026-02-20,Daily Sales Settlement,198790.97,credit,Sales Revenue,Payment Gateway
2026-02-21,Daily Sales Settlement,209258.34,credit,Sales Revenue,Payment Gateway
2026-02-21,Supplier Payment / Overheads,38902.171259321505,debit,Payroll,Various Vendors
2026-02-22,Daily Sales Settlement,180656.92,credit,Sales Revenue,Payment Gateway
2026-02-22,Supplier Payment / Overheads,23845.664696098724,debit,Rent,Various Vendors
2026-02-23,Daily Sales Settlement,197544.62,credit,Sales Revenue,Payment Gateway
2026-02-24,Daily Sales Settlement,207851.52,credit,Sales Revenue,Payment Gateway
2026-02-25,Daily Sales Settlement,206827.46,credit,Sales Revenue,Payment Gateway
2026-02-26,Daily Sales Settlement,225887.82,credit,Sales Revenue,Payment Gateway
2026-02-26,Supplier Payment / Overheads,47941.81432886795,debit,COGS,Various Vendors
2026-02-27,Daily Sales Settlement,188859.57,credit,Sales Revenue,Payment Gateway
2026-02-27,Supplier Payment / Overheads,22731.14335227152,debit,Rent,Various Vendors
2026-02-28,Daily Sales Settlement,201287.49,credit,Sales Revenue,Payment Gateway
2026-03-01,Daily Sales Settlement,189723.52,credit,Sales Revenue,Payment Gateway
2026-03-02,Daily Sales Settlement,218473.42,credit,Sales Revenue,Payment Gateway
2026-03-02,Supplier Payment / Overheads,40318.14988955737,debit,Rent,Various Vendors
2026-03-03,Daily Sales Settlement,217644.79,credit,Sales Revenue,Payment Gateway
2026-03-04,Daily Sales Settlement,196701.74,credit,Sales Revenue,Payment Gateway
2026-03-05,Daily Sales Settlement,210484.16,credit,Sales Revenue,Payment Gateway
2026-03-06,Daily Sales Settlement,207640.98,credit,Sales Revenue,Payment Gateway
2026-03-06,Supplier Payment / Overheads,35125.80588335641,debit,Rent,Various Vendors
2026-03-07,Daily Sales Settlement,182276.02,credit,Sales Revenue,Payment Gateway
2026-03-08,Daily Sales Settlement,220896.62,credit,Sales Revenue,Payment Gateway
2026-03-09,Daily Sales Settlement,204587.67,credit,Sales Revenue,Payment Gateway
2026-03-10,Daily Sales Settlement,199249.38,credit,Sales Revenue,Payment Gateway
2026-03-11,Daily Sales Settlement,231897.0,credit,Sales Revenue,Payment Gateway
2026-03-11,Supplier Payment / Overheads,38254.78027757336,debit,Marketing,Various Vendors
2026-03-12,Daily Sales Settlement,190664.41,credit,Sales Revenue,Payment Gateway
2026-03-13,Daily Sales Settlement,175837.08,credit,Sales Revenue,Payment Gateway
2026-03-13,Supplier Payment / Overheads,21268.06660820698,debit,Marketing,Various Vendors
2026-03-14,Daily Sales Settlement,185256.89,credit,Sales Revenue,Payment Gateway
2026-03-15,Daily Sales Settlement,185641.63,credit,Sales Revenue,Payment Gateway
2026-03-16,Daily Sales Settlement,164063.49,credit,Sales Revenue,Payment Gateway
2026-03-17,Daily Sales Settlement,164998.41,credit,Sales Revenue,Payment Gateway
2026-03-18,Daily Sales Settlement,213752.35,credit,Sales Revenue,Payment Gateway
2026-03-19,Daily Sales Settlement,186869.73,credit,Sales Revenue,Payment Gateway
2026-03-20,Daily Sales Settlement,164845.02,credit,Sales Revenue,Payment Gateway
